date,stock,action,price,shares,cost,reason,profit
20260120,300113.SZ,BUY,21.810000000000002,300,6543.000000000001,Daily Buy,
20260120,300363.SZ,BUY,25.98,200,5196.0,Daily Buy,
20260120,300925.SZ,BUY,22.700000000000003,300,6810.000000000001,Daily Buy,
20260120,301316.SZ,BUY,47.27,100,4727.0,Daily Buy,
20260120,301127.SZ,BUY,17.31,400,6923.999999999999,Daily Buy,
20260120,300168.SZ,BUY,6.96,1000,6960.0,Daily Buy,
20260120,300430.SZ,BUY,22.86,300,6858.0,Daily Buy,
20260120,300725.SZ,BUY,42.78,100,4278.0,Daily Buy,
20260120,300248.SZ,BUY,13.55,500,6775.0,Daily Buy,
20260120,300553.SZ,BUY,46.55,100,4655.0,Daily Buy,
20260120,300451.SZ,BUY,5.69,1200,6828.000000000001,Daily Buy,
20260120,300730.SZ,BUY,13.540000000000001,500,6770.000000000001,Daily Buy,
20260120,300846.SZ,BUY,22.880000000000003,300,6864.000000000001,Daily Buy,
20260120,301336.SZ,BUY,55.71,100,5571.0,Daily Buy,
20260120,300807.SZ,BUY,56.9,100,5690.0,Daily Buy,
20260120,300250.SZ,BUY,25.24,200,5048.0,Daily Buy,
20260120,300225.SZ,BUY,5.5600000000000005,1200,6672.000000000001,Daily Buy,
20260120,300468.SZ,BUY,34.050000000000004,200,6810.000000000001,Daily Buy,
20260120,300493.SZ,BUY,20.740000000000002,300,6222.000000000001,Daily Buy,
20260120,300149.SZ,BUY,10.8,600,6480.0,Daily Buy,
20260120,300909.SZ,BUY,47.59,100,4759.0,Daily Buy,
20260120,300884.SZ,BUY,15.860000000000001,400,6344.000000000001,Daily Buy,
20260120,300228.SZ,BUY,9.87,700,6908.999999999999,Daily Buy,
20260120,300378.SZ,BUY,57.720000000000006,100,5772.000000000001,Daily Buy,
20260120,300383.SZ,BUY,14.07,500,7035.0,Daily Buy,
20260120,300085.SZ,BUY,41.769999999999996,100,4177.0,Daily Buy,
20260120,301380.SZ,BUY,38.46,100,3846.0,Daily Buy,
20260120,300445.SZ,BUY,25.3,200,5060.0,Daily Buy,
20260120,300743.SZ,BUY,21.25,300,6375.0,Daily Buy,
20260120,300520.SZ,BUY,45.59,100,4559.0,Daily Buy,
20260120,300287.SZ,BUY,5.26,1300,6838.0,Daily Buy,
20260120,300600.SZ,BUY,14.59,400,5836.0,Daily Buy,
20260120,300192.SZ,BUY,22.87,300,6861.0,Daily Buy,
20260120,300078.SZ,BUY,5.2,1300,6760.0,Daily Buy,
20260120,300638.SZ,BUY,31.14,200,6228.0,Daily Buy,
20260120,300409.SZ,BUY,30.380000000000003,200,6076.000000000001,Daily Buy,
20260120,300597.SZ,BUY,9.99,700,6993.0,Daily Buy,
20260120,300177.SZ,BUY,10.049999999999999,700,7034.999999999999,Daily Buy,
20260120,300584.SZ,BUY,50.39,100,5039.0,Daily Buy,
20260120,300299.SZ,BUY,7.44,900,6696.0,Daily Buy,
20260120,300003.SZ,BUY,18.740000000000002,300,5622.000000000001,Daily Buy,
20260120,300288.SZ,BUY,14.620000000000001,400,5848.0,Daily Buy,
